OBJECTID,GPS_DATE,REASONCODE,SIGNCLASS,SIGNTYPE,FACETYPE,SIGNSIZE,DIRFACING,SIDEOFSTREET,SUPPORTBASE,SUPPORTMATERIAL,SUPPORTTYPE,OWNER,COMMENTS,X_COORD,Y_COORD,GISOBJID,D7IDESCRIPTION,D7IASSIGNEDTO,D7IDATECREATED,D7IDATEMODIFIED,D7IDATEINACTIVE,D7IEQUIPMENTID,D7IPARENTID,Shape
20743,12/17/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1737589,847005,321683,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20029189,10173164,Point
20744,12/17/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1738138,846564,321685,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029191,10173166,Point
20745,12/17/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1738138,846564,321686,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20029192,10173166,Point
20753,12/17/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1739123,845843,321695,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029201,10173173,Point
20754,12/17/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1739123,845843,321696,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20029202,10173173,Point
20757,12/17/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1741771,844913,321699,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029205,10173176,Point
20758,12/17/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1741771,844913,321700,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20029206,10173176,Point
20764,12/17/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1739248,845848,321706,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029212,10173181,Point
20765,12/17/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1738296,846540,321707,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029213,10173182,Point
20847,10/3/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1734179,846209,321810,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029316,10173256,Point
20869,10/3/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1734704,847564,321835,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029341,10173274,Point
20888,10/14/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1732149,843504,321855,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029361,10173286,Point
20893,10/3/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1732954,844617,321860,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029366,10173289,Point
20911,10/9/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1735617,840385,321878,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029384,10173303,Point
20912,10/9/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1735617,840385,321879,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20029385,10173303,Point
20970,10/9/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1735445,840496,321938,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029444,10173329,Point
20971,10/9/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,STATE,Null,1735445,840496,321939,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20029445,10173329,Point
20999,10/9/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1734610,840187,321969,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029475,10173351,Point
21000,10/9/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1734610,840187,321970,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20029476,10173351,Point
21003,10/9/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1733445,838315,321975,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029481,10173355,Point
21004,10/9/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1733445,838315,321976,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20029482,10173355,Point
21005,10/9/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1734021,839254,321977,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029483,10173356,Point
21006,10/9/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1734021,839254,321978,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20029484,10173356,Point
21007,10/9/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1736144,839146,321979,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029485,10173357,Point
21021,10/9/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1735796,839513,321995,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029501,10173366,Point
21039,10/9/2019,MISSING,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,PRIVATE,Null,1736781,839624,322016,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029522,10173383,Point
21604,12/18/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1743007,845278,323122,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20030628,10174173,Point
21620,10/15/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1743697,845506,323140,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20030646,10174190,Point
21624,1/8/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1745294,845536,323145,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20030651,10174194,Point
21644,10/15/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1747748,845093,323166,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20030672,10174209,Point
21701,10/9/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1732113,841844,322726,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20030232,10173892,Point
21715,1/14/2004,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1733189,839697,322740,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20030246,10173901,Point
21716,1/14/2004,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,CITY,Null,1733189,839697,322741,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20030247,10173901,Point
21717,10/9/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1733128,838775,322742,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20030248,10173902,Point
21718,10/9/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,CITY,Null,1733128,838775,322743,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20030249,10173902,Point
22134,10/15/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1743173,842001,323301,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20030807,10174316,Point
22135,10/15/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,STATE,Null,1743173,842001,323302,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20030808,10174316,Point
22310,10/17/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1747233,841988,323546,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031052,10174483,Point
22330,1/8/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1747309,842171,323567,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031073,10174501,Point
22331,1/8/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1747309,842171,323568,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031074,10174501,Point
22408,1/8/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1748725,841959,323655,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031161,10174567,Point
22409,1/8/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1748725,841959,323656,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031162,10174567,Point
22410,1/8/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1748238,842035,323658,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031164,10174569,Point
22411,1/8/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1748238,842035,323659,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031165,10174569,Point
22502,1/8/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1745144,840926,323771,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031277,10174652,Point
22505,1/8/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1742793,840580,323774,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031280,10174654,Point
22511,1/8/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1743707,840579,323782,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031288,10174660,Point
22514,1/8/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1744616,840661,323786,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031292,10174663,Point
22570,1/8/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1748838,841887,323846,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031352,10174709,Point
22578,1/8/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1749842,842134,323854,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031360,10174717,Point
22584,1/8/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1749513,842021,323860,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031366,10174721,Point
22593,1/8/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1746568,842281,323869,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031375,10174726,Point
22602,1/8/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1745657,842606,323879,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031385,10174734,Point
22603,1/8/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,STATE,Null,1745657,842606,323880,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031386,10174734,Point
22662,1/8/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1746765,841818,323948,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031454,10174786,Point
22827,1/8/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1744956,842144,324069,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031575,10174885,Point
22828,1/8/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,STATE,Null,1744956,842144,324070,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031576,10174885,Point
22833,12/18/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1742727,841986,324075,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031581,10174887,Point
22834,12/18/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,STATE,Null,1742727,841986,324076,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031582,10174887,Point
23116,1/9/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1748541,834438,324407,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031913,10175130,Point
23117,1/9/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1748541,834438,324408,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031914,10175130,Point
23120,1/9/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1747372,834056,324412,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031918,10175134,Point
23121,1/9/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,STATE,Null,1747372,834056,324413,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031919,10175134,Point
23124,1/9/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1747300,834048,324417,Street Sign Position: BUS-1; fixed route (rt 11),0,12/15/2015,Null,Null,20031923,10175136,Point
23126,1/14/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1746238,833693,324419,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031925,10175138,Point
23127,1/14/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,STATE,Null,1746238,833693,324420,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031926,10175138,Point
23138,1/14/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1745457,833451,324431,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031937,10175147,Point
23139,1/14/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1745457,833451,324432,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031938,10175147,Point
23144,1/14/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1745255,833019,324437,Street Sign Position: BUS-1; fixed route (rt 11),0,12/15/2015,Null,Null,20031943,10175152,Point
23145,1/14/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,CITY,Null,1745255,833019,324438,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031944,10175152,Point
23176,1/14/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1746070,833554,324471,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20031977,10175181,Point
23177,1/14/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1746070,833554,324472,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031978,10175181,Point
23191,1/14/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1745097,831477,324486,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20031992,10175191,Point
23192,1/14/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,CITY,Null,1745097,831477,324487,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20031993,10175191,Point
23214,1/7/2004,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1743835,832188,324512,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20032018,10175210,Point
23215,1/7/2004,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1743835,832188,324513,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20032019,10175210,Point
23266,1/14/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1744353,830961,324569,Street Sign Position: BUS-1; fixed route (rt 11),0,12/15/2015,Null,Null,20032075,10175253,Point
23267,1/14/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1744353,830961,324570,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20032076,10175253,Point
23409,10/16/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1743132,830880,324730,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20032236,10175382,Point
23415,10/16/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1743247,831019,324736,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20032242,10175387,Point
23502,1/9/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1744622,832985,324848,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20032354,10175468,Point
23505,1/9/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1745317,833789,324851,Street Sign Position: BUS-1; fixed route (rt 11),0,12/15/2015,Null,Null,20032357,10175471,Point
23538,1/9/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1745057,835228,324889,Street Sign Position: BUS-1; fixed route (rt 11),0,12/15/2015,Null,Null,20032395,10175500,Point
23596,1/9/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1745375,836485,324961,Street Sign Position: BUS-1; fixed route (rt 11),0,12/15/2015,Null,Null,20032467,10175553,Point
23724,1/9/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1745958,836143,325120,Street Sign Position: BUS-1; fixed route (rt 11),0,12/15/2015,Null,Null,20032626,10175672,Point
23729,1/9/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1747618,836001,325125,Street Sign Position: BUS-1; fixed route (rt 11),0,12/15/2015,Null,Null,20032631,10175676,Point
23739,1/9/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1747695,835214,325136,Street Sign Position: BUS-1; fixed route (rt 11),0,12/15/2015,Null,Null,20032642,10175684,Point
23745,1/9/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1747291,835212,325143,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20032649,10175689,Point
23763,1/14/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1747124,833889,325163,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20032669,10175702,Point
23764,1/14/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1747124,833889,325164,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20032670,10175702,Point
23769,1/14/2004,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1748339,834281,325169,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20032675,10175705,Point
23770,1/14/2004,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1748339,834281,325170,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20032676,10175705,Point
23923,10/15/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1752550,837176,325347,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20032853,10175824,Point
23924,10/15/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1752550,837176,325348,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20032854,10175824,Point
23930,10/15/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1752273,836883,325354,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20032860,10175827,Point
23931,10/15/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1752273,836883,325355,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20032861,10175827,Point
24043,10/15/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1753126,837992,325483,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20032989,10175917,Point
24044,10/15/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1753126,837992,325484,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20032990,10175917,Point
24300,10/24/2018 1:35:10 PM,NEW INSTALL,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1756614,842069,325823,Street Sign Position: BUS-1; fixed route (rt 11),0,12/15/2015,Null,10/24/2018 1:35:13 PM,20033329,10176158,Point
24320,10/20/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1757810,842160,325843,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20033349,10176171,Point
